,id,Published,Modified,summary,cvss,cwe,labels
10006,CVE-2017-13279,2018-04-04T16:29:00.000Z,2019-10-03T00:03:00.000Z,"In M3UParser::parse of M3UParser.cpp, there is a memory resource exhaustion due to a large loop of pushing items into a vector. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-68399439.",4.3,CWE-834,"Denial Of Service"
10007,CVE-2017-13280,2018-04-04T16:29:00.000Z,2018-05-09T13:21:00.000Z,"In the FrameSequence_gif::FrameSequence_gif function of libframesequence, there is a out of bounds read due to a missing bounds check. This could lead to a remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-71361451.",5.0,CWE-125,"Denial Of Service"
10008,CVE-2017-13284,2018-04-04T16:29:00.000Z,2018-05-09T13:02:00.000Z,"In config_set_string of config.cc, it is possible to pair a second BT keyboard without user approval due to improper input validation. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70808273.",10.0,CWE-20,"None"
10009,CVE-2017-13285,2018-04-04T16:29:00.000Z,2018-05-09T13:00:00.000Z,"In SvoxSsmlParser and startElement of svox_ssml_parser.cpp, there is a possible out of bounds write due to an uninitialized buffer. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-69177126.",10.0,CWE-787,"Execute Code,Cross Site Scripting"
10010,CVE-2017-13289,2018-04-04T16:29:00.000Z,2019-10-03T00:03:00.000Z,"In writeToParcel and createFromParcel of RttManager.java, there is a permission bypass due to a write size mismatch. This could lead to a local escalation of privileges where the user can start an activity with system privileges, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70398564.",7.2,CWE-131,"Bypass a restriction or similar"
10011,CVE-2017-13290,2018-04-04T16:29:00.000Z,2018-05-09T12:56:00.000Z,"In sdp_server_handle_client_req of sdp_server.cc, there is an out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-69384124.",2.1,CWE-125,"None"
10012,CVE-2017-13294,2018-04-04T16:29:00.000Z,2018-05-08T15:12:00.000Z,"A information disclosure vulnerability in the Android framework (aosp email application). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-71814449.",5.0,CWE-200,"Obtain Information"
10013,CVE-2017-13295,2018-04-04T16:29:00.000Z,2018-05-08T15:12:00.000Z,"A denial of service vulnerability in the Android framework (package installer). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-62537081.",5.0,CWE-20,"Denial Of Service"
10014,CVE-2017-13296,2018-04-04T16:29:00.000Z,2018-05-08T15:13:00.000Z,"A information disclosure vulnerability in the Android media framework (libavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70897454.",5.0,CWE-200,"Obtain Information"
10015,CVE-2017-13297,2018-04-04T16:29:00.000Z,2018-05-08T15:13:00.000Z,"A information disclosure vulnerability in the Android media framework (libhevc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-71766721.",5.0,CWE-200,"Obtain Information"
10016,CVE-2017-13298,2018-04-04T16:29:00.000Z,2018-05-08T15:13:00.000Z,"A information disclosure vulnerability in the Android media framework (libhavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-72117051.",5.0,CWE-200,"Obtain Information"
10017,CVE-2017-13299,2018-04-04T16:29:00.000Z,2018-05-08T15:14:00.000Z,"A other vulnerability in the Android media framework (libavc). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70897394.",5.0,NVD-CWE-noinfo,"None"
10018,CVE-2017-13300,2018-04-04T16:29:00.000Z,2018-05-08T15:14:00.000Z,"A denial of service vulnerability in the Android media framework (libhevc). Product: Android. Versions: 6.0, 6.0.1. Android ID: A-71567394.",5.0,CWE-20,"Denial Of Service"
10019,CVE-2016-2409,2016-04-18T00:59:00.000Z,2016-04-21T14:00:00.000Z,"A Texas Instruments (TI) haptic kernel driver in Android 6.x before 2016-04-01 allows attackers to gain privileges via a crafted application that leverages control over a service that can call this driver, aka internal bug 25981545.",9.3,CWE-264,"Gain privileges"
10020,CVE-2016-2410,2016-04-18T00:59:00.000Z,2016-04-20T19:29:00.000Z,"A Qualcomm video kernel driver in Android 6.x before 2016-04-01 allows attackers to gain privileges via a crafted application that leverages control over a service that can call this driver, aka internal bug 26291677.",6.9,CWE-264,"Gain privileges"
10021,CVE-2016-2411,2016-04-18T00:59:00.000Z,2016-04-20T01:22:00.000Z,"A Qualcomm Power Management kernel driver in Android 6.x before 2016-04-01 allows attackers to gain privileges via a crafted application that leverages root access, aka internal bug 26866053.",9.3,CWE-20,"Gain privileges"
10022,CVE-2016-2418,2016-04-18T00:59:00.000Z,2016-04-20T15:40:00.000Z,"media/libmedia/IOMX.cpp in mediaserver in Android 6.x before 2016-04-01 does not initialize certain metadata buffer pointers, which allows attackers to obtain sensitive information from process memory, and consequently bypass an unspecified protection mechanism, via unspecified vectors, as demonstrated by obtaining Signature or SignatureOrSystem access, aka internal bug 26324358.",10.0,CWE-119,"Overflow,Bypass a restriction or similar,Obtain Information"
10023,CVE-2016-2419,2016-04-18T00:59:00.000Z,2016-04-25T12:47:00.000Z,"media/libmedia/IDrm.cpp in mediaserver in Android 6.x before 2016-04-01 does not initialize a certain key-request data structure, which allows attackers to obtain sensitive information from process memory, and consequently bypass an unspecified protection mechanism, via unspecified vectors, as demonstrated by obtaining Signature or SignatureOrSystem access, aka internal bug 26323455.",10.0,CWE-264,"Bypass a restriction or similar,Obtain Information"
10024,CVE-2016-2461,2016-05-09T10:59:00.000Z,2016-05-10T18:23:00.000Z,"OpenSSLCipher.java in Conscrypt in Android 6.x before 2016-05-01 mishandles resets of the Additional Authenticated Data (AAD) array, which allows attackers to spoof message authentication via unspecified vectors, aka internal bugs 27324690 and 27696681.",7.6,CWE-264,"None"
10025,CVE-2016-2462,2016-05-09T10:59:00.000Z,2016-05-10T18:20:00.000Z,"OpenSSLCipher.java in Conscrypt in Android 6.x before 2016-05-01 mishandles updates of the Additional Authenticated Data (AAD) array, which allows attackers to spoof message authentication via unspecified vectors, aka internal bug 27371173.",7.6,CWE-264,"None"
10026,CVE-2016-2492,2016-06-13T01:59:00.000Z,2016-06-16T14:14:00.000Z,"The MediaTek power-management driver in Android before 2016-06-01 on Android One devices allows attackers to gain privileges via a crafted application, aka internal bug 28085410.",9.3,CWE-264,"Gain privileges"
10027,CVE-2016-2496,2016-06-13T01:59:00.000Z,2016-06-14T13:10:00.000Z,"The Framework UI permission-dialog implementation in Android 6.x before 2016-06-01 allows attackers to conduct tapjacking attacks and access arbitrary private-storage files by creating a partially overlapping window, aka internal bug 26677796.",10.0,CWE-264,"None"
10028,CVE-2016-2498,2016-06-13T01:59:00.000Z,2016-06-14T12:45:00.000Z,"The Qualcomm Wi-Fi driver in Android before 2016-06-01 on Nexus 7 (2013) devices allows attackers to bypass intended data-access restrictions via a crafted application, aka internal bug 27777162.",4.3,CWE-200,"Bypass a restriction or similar,Obtain Information"
10029,CVE-2016-3741,2016-07-11T01:59:00.000Z,2016-07-11T18:23:00.000Z,"The H.264 decoder in mediaserver in Android 6.x before 2016-07-01 does not initialize certain slice data, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 28165661.",7.5,CWE-20,"Denial Of Service,Execute Code,Memory corruption"
10030,CVE-2016-3742,2016-07-11T01:59:00.000Z,2016-07-11T18:46:00.000Z,"decoder/ih264d_process_intra_mb.c in mediaserver in Android 6.x before 2016-07-01 mishandles intra mode, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 28165659.",7.5,CWE-20,"Denial Of Service,Execute Code,Memory corruption"
10031,CVE-2016-3743,2016-07-11T01:59:00.000Z,2016-07-11T18:24:00.000Z,"decoder/ih264d_api.c in mediaserver in Android 6.x before 2016-07-01 does not initialize certain data structures, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 27907656.",7.5,CWE-20,"Denial Of Service,Execute Code,Memory corruption"
10032,CVE-2016-3748,2016-07-11T01:59:00.000Z,2016-07-11T18:28:00.000Z,"The sockets subsystem in Android 6.x before 2016-07-01 allows attackers to bypass intended system-call restrictions via a crafted application that makes an ioctl call, aka internal bug 28171804.",7.5,CWE-264,"Bypass a restriction or similar"
10033,CVE-2016-3749,2016-07-11T01:59:00.000Z,2016-07-11T18:44:00.000Z,"server/LockSettingsService.java in LockSettingsService in Android 6.x before 2016-07-01 allows attackers to modify the screen-lock password or pattern via a crafted application, aka internal bug 28163930.",4.6,CWE-255,"None"
10034,CVE-2016-3752,2016-07-11T01:59:00.000Z,2016-07-11T18:30:00.000Z,"internal/app/ChooserActivity.java in the ChooserTarget service in Android 6.x before 2016-07-01 mishandles target security checks, which allows attackers to gain privileges via a crafted application, aka internal bug 28384423.",7.5,CWE-254,"Gain privileges"
10035,CVE-2016-3755,2016-07-11T01:59:00.000Z,2016-07-11T17:57:00.000Z,"decoder/ih264d_parse_pslice.c in mediaserver in Android 6.x before 2016-07-01 does not properly select concealment frames, which allows remote attackers to cause a denial of service (device hang or reboot) via a crafted media file, aka internal bug 28470138.",7.8,CWE-20,"Denial Of Service"
10036,CVE-2016-3765,2016-07-11T02:00:00.000Z,2016-07-12T17:12:00.000Z,"decoder/impeg2d_bitstream.c in mediaserver in Android 6.x before 2016-07-01 allows attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read) via a crafted application, aka internal bug 28168413.",6.4,CWE-399,"Denial Of Service,Obtain Information"
10037,CVE-2016-3820,2016-08-05T20:59:00.000Z,2016-11-28T20:12:00.000Z,"The ih264d decoder in mediaserver in Android 6.x before 2016-08-01 mishandles slice numbers, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 28673410.",7.5,CWE-119,"Denial Of Service,Execute Code,Overflow,Memory corruption"
10038,CVE-2016-3828,2016-08-05T20:59:00.000Z,2016-11-28T20:12:00.000Z,"decoder/ih264d_api.c in mediaserver in Android 6.x before 2016-08-01 mishandles invalid PPS and SPS NAL units, which allows remote attackers to cause a denial of service (device hang or reboot) via a crafted media file, aka internal bug 28835995.",7.1,CWE-172,"Denial Of Service"
10039,CVE-2016-3829,2016-08-05T20:59:00.000Z,2016-11-28T20:12:00.000Z,"The ih264d decoder in mediaserver in Android 6.x before 2016-08-01 does not initialize certain structure members, which allows remote attackers to cause a denial of service (device hang or reboot) via a crafted media file, aka internal bug 29023649.",7.1,CWE-172,"Denial Of Service"
10040,CVE-2016-3838,2016-08-05T20:59:00.000Z,2016-11-28T20:12:00.000Z,"Android 6.x before 2016-08-01 allows attackers to cause a denial of service (loss of locked-screen 911 functionality) via a crafted application that uses the app-pinning feature, aka internal bug 28761672.",4.3,CWE-284,"Denial Of Service"
10041,CVE-2016-3841,2016-08-06T20:59:00.000Z,2018-01-05T02:30:00.000Z,"The IPv6 stack in the Linux kernel before 4.3.3 mishandles options data, which allows local users to gain privileges or cause a denial of service (use-after-free and system crash) via a crafted sendmsg system call.",7.2,CWE-416,"Denial Of Service,Gain privileges"
10042,CVE-2016-3875,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"server/wm/WindowManagerService.java in Android 6.x before 2016-09-01 does not enforce the DISALLOW_SAFE_BOOT setting, which allows physically proximate attackers to bypass intended access restrictions and boot to safe mode via unspecified vectors, aka internal bug 26251884.",7.2,CWE-264,"Bypass a restriction or similar"
10043,CVE-2016-3876,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"providers/settings/SettingsProvider.java in Android 6.x before 2016-09-01 and 7.0 before 2016-09-01 allows physically proximate attackers to bypass the SAFE_BOOT_DISALLOWED protection mechanism and boot to safe mode via the Android Debug Bridge (adb) tool, aka internal bug 29900345.",7.2,CWE-264,"Bypass a restriction or similar"
10044,CVE-2016-3878,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"decoder/ih264d_api.c in mediaserver in Android 6.x before 2016-09-01 mishandles the case of decoding zero MBs, which allows remote attackers to cause a denial of service (device hang or reboot) via a crafted media file, aka internal bug 29493002.",7.1,CWE-284,"Denial Of Service"
10045,CVE-2016-3882,2016-10-10T10:59:00.000Z,2016-11-28T20:13:00.000Z,"Off-by-one error in server/wifi/anqp/VenueNameElement.java in Wi-Fi in Android 6.x before 2016-10-01 and 7.0 before 2016-10-01 allows remote attackers to cause a denial of service (reboot) via an access point that provides a crafted (1) Venue Group or (2) Venue Type value, aka internal bug 29464811.",6.1,CWE-284,"Denial Of Service"
10046,CVE-2016-3884,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"server/notification/NotificationManagerService.java in the Notification Manager Service in Android 6.x before 2016-09-01 and 7.0 before 2016-09-01 lacks uid checks, which allows attackers to bypass intended restrictions on method calls via a crafted application, aka internal bug 29421441.",4.3,CWE-284,"Bypass a restriction or similar"
10047,CVE-2016-3889,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"Android 6.x before 2016-09-01 and 7.0 before 2016-09-01 allows physically proximate attackers to bypass the Factory Reset Protection protection mechanism by accessing (1) an external tile from a system application, (2) the help feature, or (3) the Settings application during a pre-setup stage, aka internal bug 29194585.",7.2,CWE-264,"Bypass a restriction or similar"
10048,CVE-2016-3895,2016-09-11T21:59:00.000Z,2017-08-13T01:29:00.000Z,"Integer overflow in the Region::unflatten function in libs/ui/Region.cpp in mediaserver in Android 6.x before 2016-09-01 and 7.0 before 2016-09-01 allows attackers to obtain sensitive information via a crafted application, aka internal bug 29983260.",4.3,CWE-190,"Overflow,Obtain Information"
10049,CVE-2016-3908,2016-10-10T10:59:00.000Z,2016-11-28T20:13:00.000Z,"The Lock Settings Service in Android 6.x before 2016-10-01 and 7.0 before 2016-10-01 allows attackers to remove a device's PIN or password, and consequently gain privileges, via a crafted application, aka internal bug 30003944.",4.3,CWE-264,"Gain privileges"
10050,CVE-2016-3917,2016-10-10T10:59:00.000Z,2016-11-28T20:13:00.000Z,"The fingerprint login feature in Android 6.0.1 before 2016-10-01 and 7.0 before 2016-10-01 does not track the user account during the authentication process, which allows physically proximate attackers to authenticate as an arbitrary user by leveraging lockscreen access, aka internal bug 30744668.",7.2,CWE-264,"None"
10051,CVE-2016-3922,2016-10-10T10:59:00.000Z,2016-11-28T20:13:00.000Z,"libril/RilSapSocket.cpp in Telephony in Android 6.x before 2016-10-01 and 7.0 before 2016-10-01 relies on variable-length arrays, which allows attackers to gain privileges via a crafted application, aka internal bug 30202619.",6.8,CWE-264,"Gain privileges"
10052,CVE-2016-3925,2016-10-10T10:59:00.000Z,2016-11-28T20:14:00.000Z,"server/wifi/anqp/ANQPFactory.java in Android 6.x before 2016-10-01 and 7.0 before 2016-10-01 allows attackers to cause a denial of service (blocked Wi-Fi usage) via a crafted application, aka internal bug 30230534.",4.3,CWE-284,"Denial Of Service"
10053,CVE-2017-18643,2020-04-08T14:15:00.000Z,2020-04-08T20:06:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) software. There is information disclosure of the kbase_context address of a GPU memory node. The Samsung ID is SVE-2017-8907 (December 2017).,5.0,CWE-200,"Obtain Information"
10054,CVE-2017-18645,2020-04-08T14:15:00.000Z,2020-04-08T20:42:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) (Qualcomm chipsets) software. There is a panel_lpm sysfs stack-based buffer overflow. The Samsung ID is SVE-2017-9414 (December 2017).,7.5,CWE-787,"Overflow"
10055,CVE-2017-18646,2020-04-08T13:15:00.000Z,2020-04-09T15:12:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) software. An attacker can bypass the password requirement for tablet user switching by folding the magnetic cover. The Samsung ID is SVE-2017-10602 (December 2017).,2.1,CWE-287,"Bypass a restriction or similar"
10056,CVE-2017-18647,2020-04-07T16:15:00.000Z,2020-04-09T13:44:00.000Z,"An issue was discovered on Samsung mobile devices with M(6,x) and N(7.0) software. The TA Scrypto v1.0 implementation in Secure Driver has a race condition with a resultant buffer overflow. The Samsung IDs are SVE-2017-8973, SVE-2017-8974, and SVE-2017-8975 (November 2017).",6.8,CWE-362,"Overflow"
10057,CVE-2017-18651,2020-04-07T16:15:00.000Z,2020-04-08T16:44:00.000Z,"An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) software. There is an Integer Overflow in process_M_SetTokenTUIPasswd during handling of a trusted application, leading to memory corruption. The Samsung IDs are SVE-2017-9008 and SVE-2017-9009 (October 2017).",5.0,CWE-190,"Overflow,Memory corruption"
10058,CVE-2016-6707,2016-11-25T16:59:00.000Z,2019-03-07T19:25:00.000Z,"An elevation of privilege vulnerability in System Server in Android 6.x before 2016-11-01 and 7.0 before 2016-11-01 could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Android ID: A-31350622.",9.3,CWE-264,"Execute Code,Gain privileges"
10059,CVE-2016-6709,2016-11-25T16:59:00.000Z,2019-03-07T19:25:00.000Z,An information disclosure vulnerability in Conscrypt and BoringSSL in Android 6.x before 2016-11-01 and 7.0 before 2016-11-01 could enable a man-in-the-middle attacker to gain access to sensitive information if a non-standard cipher suite is used by an application. This issue is rated as High because it could be used to access data without permission. Android ID: A-31081987.,4.3,CWE-200,"Obtain Information"
10060,CVE-2016-6713,2016-11-25T16:59:00.000Z,2019-03-06T15:08:00.000Z,A remote denial of service vulnerability in Mediaserver in Android 6.x before 2016-11-01 and 7.0 before 2016-11-01 could enable an attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Android ID: A-30822755.,7.1,CWE-284,"Denial Of Service"
10061,CVE-2016-6714,2016-11-25T16:59:00.000Z,2019-03-06T14:57:00.000Z,A remote denial of service vulnerability in Mediaserver in Android 6.x before 2016-11-01 and 7.0 before 2016-11-01 could enable an attacker to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Android ID: A-31092462.,7.1,CWE-284,"Denial Of Service"
10062,CVE-2016-6721,2016-11-25T16:59:00.000Z,2019-03-07T19:37:00.000Z,An information disclosure vulnerability in Mediaserver in Android 6.x before 2016-11-01 and 7.0 before 2016-11-01 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Android ID: A-30875060.,4.3,CWE-200,"Obtain Information"
10063,CVE-2016-6771,2017-01-12T15:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in Telephony could enable a local malicious application to access system functions beyond its access level. This issue is rated as Moderate because it is a local bypass of restrictions on a constrained process. Product: Android. Versions: 6.0, 6.0.1, 7.0. Android ID: A-31566390.",6.8,CWE-284,"Bypass a restriction or similar"
10064,CVE-2016-6773,2017-01-12T15:59:00.000Z,2017-01-19T16:08:00.000Z,"An information disclosure vulnerability in the ih264d decoder in Mediaserver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 6.0, 6.0.1, 7.0. Android ID: A-30481714.",4.3,CWE-200,"Obtain Information"
10065,CVE-2016-6784,2017-01-12T15:59:00.000Z,2017-01-18T02:59:00.000Z,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31350755. References: MT-ALPS02961424.,9.3,CWE-284,"Execute Code"
10066,CVE-2018-14981,2018-08-17T20:29:00.000Z,2019-10-03T00:03:00.000Z,Certain LG devices based on Android 6.0 through 8.1 have incorrect access control for SystemUI application intents. The LG ID is LVE-SMP-180005.,7.5,CWE-732,"None"
10067,CVE-2018-14982,2018-08-17T20:29:00.000Z,2019-10-03T00:03:00.000Z,Certain LG devices based on Android 6.0 through 8.1 have incorrect access control in the GNSS application. The LG ID is LVE-SMP-180004.,7.5,CWE-732,"None"
10068,CVE-2018-15482,2018-08-17T20:29:00.000Z,2019-10-03T00:03:00.000Z,Certain LG devices based on Android 6.0 through 8.1 have incorrect access control for MLT application intents. The LG ID is LVE-SMP-180006.,7.5,CWE-732,"None"
10069,CVE-2018-21074,2020-04-08T18:15:00.000Z,2020-04-09T17:17:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) (Exynos or Qualcomm chipsets) software. There is information disclosure from a Trustlet via the debug log. The Samsung ID is SVE-2017-10638 (April 2018).,2.1,CWE-200,"Obtain Information"
10070,CVE-2018-21091,2020-04-08T14:15:00.000Z,2020-04-08T20:16:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) software. Telecom has a System Crash via abnormal exception handling. The Samsung ID is SVE-2017-10906 (January 2018).,7.8,CWE-755,"None"
10071,CVE-2018-21092,2020-04-08T14:15:00.000Z,2020-04-09T14:21:00.000Z,An issue was discovered on Samsung mobile devices with M(6.x) and N(7.x) software. A crafted AT command may be sent by the DeviceTest application via an NFC tag. The Samsung ID is SVE-2017-10885 (January 2018).,3.3,CWE-20,"None"
10072,CVE-2018-9355,2018-11-06T17:29:00.000Z,2018-12-14T21:00:00.000Z,"In bta_dm_sdp_result of bta_dm_act.cc, there is a possible out of bounds stack write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74016921.",10.0,CWE-787,"Execute Code"
10073,CVE-2018-9356,2018-11-06T17:29:00.000Z,2018-12-14T21:00:00.000Z,"In bnep_data_ind of bnep_main.c, there is a possible remote code execution due to a double free. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74950468.",10.0,CWE-415,"Execute Code"
10074,CVE-2018-9357,2018-11-06T17:29:00.000Z,2018-12-12T15:44:00.000Z,"In BNEP_Write of bnep_api.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74947856.",7.2,CWE-787,"None"
10075,CVE-2018-9358,2018-11-06T17:29:00.000Z,2020-08-24T17:37:00.000Z,"In gatts_process_attribute_req of gatt_sc.cc, there is a possible read of uninitialized data due to a missing bounds check. This could lead to remote information disclosure in the Bluetooth process with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-73172115.",7.8,CWE-125,"None"
10076,CVE-2018-9359,2018-11-06T17:29:00.000Z,2018-12-14T20:58:00.000Z,"In process_l2cap_cmd of l2c_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74196706.",7.8,CWE-125,"None"
10077,CVE-2018-9360,2018-11-06T17:29:00.000Z,2018-12-13T14:15:00.000Z,"In process_l2cap_cmd of l2c_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74201143.",7.8,CWE-125,"None"
10078,CVE-2018-9361,2018-11-06T17:29:00.000Z,2018-12-13T14:13:00.000Z,"In process_l2cap_cmd of l2c_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-74202041.",7.8,CWE-125,"None"
10079,CVE-2018-9362,2018-11-06T17:29:00.000Z,2018-12-12T22:15:00.000Z,"In processMessagePart of InboundSmsHandler.java, there is a possible remote denial of service due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-72298611.",7.8,CWE-20,"Denial Of Service"
10080,CVE-2018-9436,2018-11-06T17:29:00.000Z,2018-12-12T21:25:00.000Z,"In bnep_data_ind of bnep_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-79164722.",7.8,CWE-125,"None"
10081,CVE-2018-9437,2018-11-06T17:29:00.000Z,2018-12-12T21:23:00.000Z,In getstring of ID3.cpp there is a possible out-of-bounds read due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-78656554.,7.1,CWE-125,"Denial Of Service"
10082,CVE-2018-9444,2018-11-06T17:29:00.000Z,2019-10-03T00:03:00.000Z,In ih264d_video_decode of ih264d_api.c there is a possible resource exhaustion due to an infinite loop. This could lead to remote temporary device denial of service (remote hang or reboot) with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android ID: A-63521984.,7.1,CWE-835,"Denial Of Service,Execute Code"
10083,CVE-2018-9445,2018-11-06T17:29:00.000Z,2018-12-12T21:11:00.000Z,"In readMetadata of Utils.cpp, there is a possible path traversal bug due to a confused deputy. This could lead to local escalation of privilege when mounting a USB device with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-80436257.",7.2,CWE-22,"Directory traversal"
10084,CVE-2018-9446,2018-11-06T17:29:00.000Z,2018-12-12T21:04:00.000Z,"In smp_br_state_machine_event of smp_br_main.cc, there is a possible out of bounds write due to memory corruption. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-80145946.",10.0,CWE-787,"Execute Code,Memory corruption"
